catalog_content,class
"Item Name: Only Kosher Candy Ultra-Thin Original Wholegrain Multigrain Rice Cake Minis with Natural Ingredients | Kosher Certified Sugar and Fat-Free Delicious Snack, Pack of 3
Bullet Point 1: 𝐏𝐀𝐒𝐊𝐄𝐒𝐙 𝐖𝐇𝐎𝐋𝐄𝐆𝐑𝐀𝐈𝐍 𝐑𝐈𝐂𝐄 𝐂𝐀𝐊𝐄: These multigrain mini rice cakes are deliciously made with wholegrain and sea salt, which are light, crunchy, and tasty. These cakes are a healthy and delicious choice.
Bullet Point 2: 𝐀𝐋𝐋 𝐍𝐀𝐓𝐔𝐑𝐀𝐋 𝐈𝐍𝐆𝐑𝐄𝐃𝐈𝐄𝐍𝐓𝐒: Enjoy the multigrain healthy rice cakes which are made with organic whole grain cake where brown rice, corn, buckwheat, quinoa, and other ingredients are included. Carefully crafted to be thin, lightly crunchy, and full of flavor.
Bullet Point 3: 𝐃𝐈𝐄𝐓𝐀𝐑𝐘 𝐈𝐍𝐅𝐎𝐑𝐌𝐀𝐓𝐈𝐎𝐍: Each box contains 6 stay fresh packs that only have 10 rice cakes per pack, 40 calories and 10g weighted. These fat and cholesterol-free cakes are great as a topping in soup and salads to add a satisfying crunch.
Bullet Point 4: 𝐃𝐄𝐋𝐈𝐂𝐈𝐎𝐔𝐒 𝐒𝐍𝐀𝐂𝐊𝐒: Whether you’re looking for a midday bite at work, a healthy school snack for your kids, cholesterol and fat-free alternative before working out. These multigrain cake minis will be your perfect choice for snacks.
Bullet Point 5: 𝐊𝐎𝐒𝐇𝐄𝐑 𝐂𝐄𝐑𝐓𝐈𝐅𝐈𝐄𝐃: All products sold by Only Kosher Candy are kosher certified by the Star-K.
Product Description: <p><strong>Only Kosher Candy</strong> has brought light, crunchy, flavorful, and ultra-thin original multigrain cakes minis which are made of all-natural ingredients like whole grain rice and sea salt. These cakes taste lightly salted which gives you mouthful amazement and are enriched with vitamin supplements. You can take these in your breakfast as a perfect bread replacement. It is good for health. This multigrain cake comes in individually wrapped packs to maintain freshness and crispness. It can be used as a topping in soup and salads or cheese dip to make your meal more delicious. Make a perfect snack for the office, school, or even on the go! This gluten-free, fat and cholesterol-free, non-GMO cake is a great choice for those who are conscious about a healthy diet and provides sufficient calories. This Kosher Certified cake ensures your religious value and food quality.</p> <p>𝐅𝐞𝐚𝐭𝐮𝐫𝐞𝐬:</p> <ul> <li>Made of whole grain rice and sea salt</li> <li>Comes with individually wrapped packs to maintain freshness and crispness</li> <li>Perfect bread replacement</li> <li>Used as a topping in soup and salads </li> <li>40g calories per serving </li> <li>Fat and gluten-free cake</li> <li>Provides sufficient calories</li> <li>Ensures a healthy diet with a delightful taste</li> <li>Perfect snack for the office, school, or even on the go</li> <li>GMO-Free, Cholesterol and sugar-free</li> <li>Kosher certified under ""The Star-K""</li> </ul>
Value: 12.6
Unit: Ounce
",condiment
"Item Name: Annies Homegrown, Macaroni And Cheese White Cheddar 2 Count, 4.02 Ounce
Bullet Point 1: MAC & CHEESE: Our classic macaroni & cheese is made of organic pasta with a creamy cheese and Annie's Bunny Shape Pasta.
Bullet Point 2: MADE WITH GOODNESS: Annie's Mac & Cheese contains no artificial flavors, synthetic colors, or preservatives.
Bullet Point 3: QUICK AND EASY: Microwave mac and cheese cups in 2 minutes for a quick and easy dish any time of day.
Bullet Point 4: REAL CHEESE: Macaroni and cheese, made the Annie's way with 100% real cheese that is made from cows raised without antibiotics or synthetic hormones.
Bullet Point 5: CONTAINS: A 2 pack of 2 oz. Microwavable Macaroni & Cheese Cups
Product Description: Annie's homegrown single-serve macaroni & cheese with white cheddar flavor features wholesome ingredients and a rich, creamy taste. Our macaroni and cheese is made with organic wheat pasta and cheese that comes from hormone-free cows. You can feel good about serving our macaroni to your family because it's a good source of calcium and doesn't contain any artificial flavors, preservatives, GMOs or synthetic colors. Each single-serve container is portable and microwavable for added convenience. Includes two 2.01 ounce single-serve containers of macaroni & cheese. Annie's has a commitment to bettering the world through nourishing foods, honest words and conduct that is considerate and kind. From the farms we source our ingredients from all the way to the packaging our food is shipped in, we are conscious not only of your family's health and wellness, but that of the planet.
Value: 4.02
Unit: Ounce
",dairy
"Item Name: Raspberry Cream Soda Chamomile Tea (50 tea bags, ZIN: 536749) - 2 Pack
Bullet Point 1: Our Raspberry Cream Soda Chamomile Tea is a delicious flavored Chamomile tea with Raspberries (Red), Mango Slices and Rose Hips that you will enjoy relaxing with anytime! The natural Raspberry Cream Soda taste is delicious! - Ingredients: Chamomile tea, Raspberries (Red), Mango Slices, Rose Hips and Natural Raspberry Cream Soda Flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 50 tea bags
Bullet Point 5: Chamomile Tea Bags - Packed in a convenient upright pouch!
Product Description: Our Raspberry Cream Soda Chamomile Tea is a delicious flavored Chamomile tea with Raspberries (Red), Mango Slices and Rose Hips that you will enjoy relaxing with anytime! The natural Raspberry Cream Soda taste is delicious! - Ingredients: Chamomile tea, Raspberries (Red), Mango Slices, Rose Hips and Natural Raspberry Cream Soda Flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teabag for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teabags into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the teabags. Steep for 5 minutes. Quarter fill a serving pitcher with cold water. Pour the tea into the serving pitcher. Add ice and top-up with cold water. Garnish and sweeten to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and reliable and are constantly searching the market
Value: 100.0
Unit: Count
",beverage
"Item Name: Guy Fieri Flavortown Roasts Coffee Pods, Hazelnut Cinnamon Roll, Medium Roast Flavored Coffee, Single Serve for Keurig K Cup Brewers, 24 Count…
Bullet Point 1: WELCOME TO FLAVORTOWN: Guy Fieri brings you the single serve keurig compatible Hazelnut Cinnamon coffee. This hazelnut flavored coffee brings you the rich dreamy taste of a sweet Cinnamon roll perfect to compliment and enhance your morning breakfast.
Bullet Point 2: COFFEE FOR KEURIG BREWERS: Our single serve pods are compatible with any coffee machine that brews coffee k cups including the Keurig 2.0 brewer. K cups is a registered trademark of Keurig. We are not affiliated with Keurig & Green Mountain.
Bullet Point 3: SMOOTH MEDIUM ROAST COFFEE: Guy Fieri's cinnamon hazelnut coffee pods pay homage to all the decadent flavored coffee he's enjoyed over the years. These Hazelnut Cinnamon Roll coffee coffee pods allow you to enjoy decadent coffee in the comfort of your own home
Bullet Point 4: TOP QUALITY INGREDIENTS: Guy Fieri's hazelnut cinnamon roll blend coffee pods are made with the finest ingredients. Our medium roast coffee pods are made with quality coffee beans & are roasted to perfection.
Bullet Point 5: SERVING SUGGESTIONS: Our coffee roasts can be enjoyed hot or poured over ice for a black and bold iced coffee. Try adding cream to our compatible-with- Keurig coffee pods for a creamy refreshing iced beverage.
Value: 24.0
Unit: Count
",beverage
"Item Name: TAZO Classic Chai Latte, Black Tea Concentrate, Easy-to-Serve Caffeinated Chai Tea for Everyday Lattes, Mocktails and Hot or Iced, 32 oz Carton
Bullet Point 1: START YOUR DAY: TAZO CLassic Chai is a flavorful and aromatic, caffeinated blend of high-quality black tea leaves and spices, brewed with expertise
Bullet Point 2: DELIGHT YOUR SENSES: This Classic Spiced Chai Latte Black Tea Concentrate is expertly crafted with a perfect blend of cinnamon, ginger, cardamom, and vanilla
Bullet Point 3: BE YOUR OWN BARISTA: Our rich chai blend will delight you with café-quality flavors from the comfort of your home
Bullet Point 4: PEACE OF MIND: Savor this delicious chai latte knowing it's Kosher Certified and contains no artificial sweeteners, flavors, or colors
Bullet Point 5: EASY TO MAKE: Simply mix a 1-to-1 ratio of chai latte black tea concentrate to your favorite dairy or plant-based milk, relax, and enjoy
Bullet Point 6: ENJOY HOT OR COLD: Bask in delightfully warming spices with a hot chai latte, or chill out and relax with an iced chai latte
Value: 32.0
Unit: Fl Oz
",beverage
"Item Name: Pam Canola Oil Baking Spray with Flour (Pack of 8)
Product Description: Pam Baking Spray combines the no-stick power of Pam with real flour for a baking spray that reaches every nook and cranny. No need to grease and flour your bakeware! Plus, spray Pam Baking Spray on your baking sheets, pans and cookware to make cleanup easier. Bake your favorite recipes without artificial preservatives, colors or flavors. Prepare delicious cakes, cupcakes, brownies, muffins and more. With this no-stick spray, your baked goods will look great when they're easily removed from the pan. Pam Baking Spray has 0 calories and no fat per serving. Contains one 5oz spray can.
Value: 8.0
Unit: Count
",canned_food
"Item Name: El Guapo, Chili Pequin Whole, 0.25 Ounce
Product Description: Italian Seasonings
Value: 1.0
Unit: count
",spice
"Item Name: Food to Live Organic Italian Semolina Flour, 8 Ounces - Premium Durum Wheat, Perfect for Pasta and Pizza Dough, Ideal for Authentic Italian Recipes.
Bullet Point 1: ✔️AUTHENTIC ITALIAN QUALITY – Made from 100% premium durum wheat, Organic Semolina Flour from Food to Live is traditionally milled for a coarser texture and rich, nutty flavor that’s perfect for Italian pasta, pizza, and more.
Bullet Point 2: ✔️NUTRITIOUS & NATURAL – Packed with plant-based protein, Iron, and essential minerals, this semolina flour supports a balanced diet. It’s Certified Organic, Non-GMO, Raw, Kosher, and Vegan-friendly.
Bullet Point 3: ✔️PERFECT TEXTURE FOR PASTA & PIZZA – Achieve the ideal al dente texture in homemade pasta or a crisp, golden crust in pizza and bread. Versatile enough for gnocchi, cakes, and other baked goods.
Bullet Point 4: ✔️ALL-NATURAL & ADDITIVE-FREE – Our flour undergoes minimal processing to retain its natural nutrients. No artificial additives, preservatives, or fillers – just pure, authentic semolina flour.
Bullet Point 5: ✔️EASY TO STORE – Store in an airtight container in a cool, dry place. Can be refrigerated or frozen for extended freshness. Shelf life up to a year when stored properly.
Product Description: Bring authentic Italian flavor to your kitchen with Organic Italian Semolina Flour from Food to Live, made from 100% premium durum wheat. Naturally rich in Protein and Iron, this Non-GMO, Raw, Kosher, and Vegan flour has a nutty flavor and coarse texture that’s ideal for pasta, pizza, gnocchi, and more. Perfect for creating traditional Italian dishes or experimenting with innovative recipes, our semolina flour is Your go-to ingredient for delicious, wholesome cooking.
Value: 8.0
Unit: Ounce
",nutrition
"Item Name: Celestial Seasonings Herbal Tea, Sleepytime,(2 Pack)
Bullet Point 1: Pack of 2 X 20 Count
Bullet Point 2: This product contains all-natural herbs and flavors, and no artificial colors or preservatives.
Bullet Point 3: Kosher certified and gluten free
Bullet Point 4: Enjoy other Celestial Seasonings Herbal tea varieties.
Value: 40.0
Unit: Count
",beverage
"Item Name: Spice Hunter Onion, Granulated, Organic (6x1.8oz)
Product Description: Enjoy The Spice Hunter Onion, Granulated, Organic, . The Spice Hunter Onion, Granulated, Organic Comes In 1.8 Ounce Jars. Awakens Everything From Fish To Zucchini - Use In Place Of Onion Powder. The Spice Hunter Is Pleased To Offer 100 Percent Organic Spices, Herbs And Blends In Its Family Of Products. For The Spice Hunter, Organic Means Quality. Just As Our Conventional Spices Provide All Natural, Gourmet Flavor To Your Dishes. All Of The Spice Hunter's 100 Percent Organic Spices, Herbs And Blends Are Processed Without The Use Of Chemical Fertilizers, Pesticides Or Sterilization Aids. You Can Rest Assured That Like All The Spice Hunter Products, Each Bottle Is Packed At The Peak Of Flavor, Ready For All Your Home-Style Recipes. All Products Are All Natural. The Spice Hunter Offers 100 Percent Organic Herbs And Spices. (Note: Description is informational only. Please refer to ingredients label on product prior to use and address any health questions to your Health Professional prior to use.
Value: 10.8
Unit: Ounce
",nutrition
"Item Name: Lay's Sour Cream & Onion, 2.5 oz
Bullet Point: Lay's Sour Cream & Onion, 2.5 oz
Value: 1.0
Unit: Count
",dairy
"Item Name: MTR 30440 Rava Dosa Mix 500-Grams Pouch (Pack of 6)
Value: 105.8
Unit: Ounce
",other
"Item Name: Southeastern Mills Country Gravy Mix 4.5 oz. Packets (3 Pack)
Bullet Point 1: Southeastern Mills Country Gravy Mix in a 4.5 oz. Packet
Bullet Point 2: A Traditional Favorite Available in Orders of 3 Packets
Bullet Point 3: Convenient Mixes...Just Add Water
Product Description: Southeastern Mills Gravy Mix will be a time saver for family gatherings and holiday meals. This prepared gravy tastes great served over mashed potatoes and makes a great base for soups and stews.<p><p>Prep time 10 minutes! Just add water. 1. In a saucepan, with wine whip, blend dry gravy mix into 2 cups cold or lukewarm water. 2. Bring to a boil, stirring occasionally. 3. Reduce heat and simmer uncovered for 1 minute. Enjoy! Reheating directions: Place refrigerated leftover gravy into a microwave-safe dish and loosely cover. Heat on high for 1-minute intervals, stirring after each minute until thoroughly warmed. If gravy is too thick, add water until desired consistency is reached.
Value: 13.5
Unit: Fl Oz
",beverage
